,speaker_id,text,path
12978,p262,Mr Blair had done well.,./data/VCTK/raw/wav8/p262/p262_144.wav
12979,p262,They were later discharged from hospital.,./data/VCTK/raw/wav8/p262/p262_150.wav
12980,p262,There is no evidence of a Little Scotland emerging.,./data/VCTK/raw/wav8/p262/p262_178.wav
12981,p262,Apart from the result we have to be happy with our performance.,./data/VCTK/raw/wav8/p262/p262_385.wav
12982,p262,This is a major step forward for carers.,./data/VCTK/raw/wav8/p262/p262_391.wav
12983,p262,I could hardly move for the next couple of days.,./data/VCTK/raw/wav8/p262/p262_346.wav
12984,p262,The man was obviously desperate to get away from the police.,./data/VCTK/raw/wav8/p262/p262_352.wav
12985,p262,I am very happy with life.,./data/VCTK/raw/wav8/p262/p262_378.wav
12986,p262,That is the very reason why it was so vital.,./data/VCTK/raw/wav8/p262/p262_344.wav
12987,p262,I got a yellow card.,./data/VCTK/raw/wav8/p262/p262_350.wav
12988,p262,The compromise is entirely on the arrival at that position.,./data/VCTK/raw/wav8/p262/p262_387.wav
12989,p262,Emotions were complex.,./data/VCTK/raw/wav8/p262/p262_393.wav
12990,p262,We should be clear about the role of government.,./data/VCTK/raw/wav8/p262/p262_146.wav
12991,p262,Neither side can win this war.,./data/VCTK/raw/wav8/p262/p262_152.wav
12992,p262,I had a train to catch.,./data/VCTK/raw/wav8/p262/p262_185.wav
12993,p262,I came home by ambulance.,./data/VCTK/raw/wav8/p262/p262_191.wav
12994,p262,This is the window.,./data/VCTK/raw/wav8/p262/p262_032.wav
12995,p262,They should have a major rethink about the event for next year.,./data/VCTK/raw/wav8/p262/p262_026.wav
12996,p262,"IT S the real thing, for sure.",./data/VCTK/raw/wav8/p262/p262_218.wav
12997,p262,But you think I'm going to argue with the big man?,./data/VCTK/raw/wav8/p262/p262_230.wav
12998,p262,The track is currently covered in snow.,./data/VCTK/raw/wav8/p262/p262_224.wav
12999,p262,"Jim Wallace, the justice minister, acknowledged that prisoner numbers were a concern.",./data/VCTK/raw/wav8/p262/p262_225.wav
13000,p262,Half of young people had had contact with the police.,./data/VCTK/raw/wav8/p262/p262_231.wav
13001,p262,We have not given up hope.,./data/VCTK/raw/wav8/p262/p262_219.wav
13002,p262,"However, the following year the cancer returned.",./data/VCTK/raw/wav8/p262/p262_027.wav
13003,p262,People love to see this stuff.,./data/VCTK/raw/wav8/p262/p262_033.wav
13004,p262,It wasn't to be.,./data/VCTK/raw/wav8/p262/p262_190.wav
13005,p262,Miller was every bit as happy.,./data/VCTK/raw/wav8/p262/p262_184.wav
13006,p262,He can do no wrong.,./data/VCTK/raw/wav8/p262/p262_153.wav
13007,p262,It is a freedom.,./data/VCTK/raw/wav8/p262/p262_147.wav
13008,p262,"But, in fact, the reverse is true.",./data/VCTK/raw/wav8/p262/p262_392.wav
13009,p262,We're looking for justice.,./data/VCTK/raw/wav8/p262/p262_386.wav
13010,p262,There is no link.,./data/VCTK/raw/wav8/p262/p262_351.wav
13011,p262,It was forced to divert.,./data/VCTK/raw/wav8/p262/p262_345.wav
13012,p262,I was so nervous.,./data/VCTK/raw/wav8/p262/p262_379.wav
13013,p262,His views are hardly surprising.,./data/VCTK/raw/wav8/p262/p262_341.wav
13014,p262,A man has since been charged with his murder.,./data/VCTK/raw/wav8/p262/p262_355.wav
13015,p262,Talks are progressing.,./data/VCTK/raw/wav8/p262/p262_369.wav
13016,p262,It would be a massive boost for them.,./data/VCTK/raw/wav8/p262/p262_382.wav
13017,p262,Last night he was due to hold talks with Arafat.,./data/VCTK/raw/wav8/p262/p262_143.wav
13018,p262,Disruption will be kept to a minimum.,./data/VCTK/raw/wav8/p262/p262_157.wav
13019,p262,He will need that machine.,./data/VCTK/raw/wav8/p262/p262_180.wav
13020,p262,The group is separate from the Real IRA.,./data/VCTK/raw/wav8/p262/p262_194.wav
13021,p262,It was clear.,./data/VCTK/raw/wav8/p262/p262_037.wav
13022,p262,"If the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green light when mixed form yellow.",./data/VCTK/raw/wav8/p262/p262_023.wav
13023,p262,But it's a subtle process.,./data/VCTK/raw/wav8/p262/p262_235.wav
13024,p262,Lottery cash is rightly dependent on grassroots approval.,./data/VCTK/raw/wav8/p262/p262_221.wav
13025,p262,We'll have to work hard today.,./data/VCTK/raw/wav8/p262/p262_209.wav
13026,p262,It's a big deal for me.,./data/VCTK/raw/wav8/p262/p262_208.wav
13027,p262,The loss of a company to the industry is a blow.,./data/VCTK/raw/wav8/p262/p262_220.wav
13028,p262,It is a terrible loss.,./data/VCTK/raw/wav8/p262/p262_234.wav
13029,p262,The actual primary rainbow observed is said to be the effect of super-imposition of a number of bows.,./data/VCTK/raw/wav8/p262/p262_022.wav
13030,p262,Other members of the family were too upset to comment last night.,./data/VCTK/raw/wav8/p262/p262_036.wav
13031,p262,People acted too quickly.,./data/VCTK/raw/wav8/p262/p262_195.wav
13032,p262,Nothing is safe.,./data/VCTK/raw/wav8/p262/p262_181.wav
13033,p262,He's been the key to everything.,./data/VCTK/raw/wav8/p262/p262_156.wav
13034,p262,"Charles Gordon, leader of Glasgow City Council declined to comment.",./data/VCTK/raw/wav8/p262/p262_142.wav
13035,p262,The release attracted little attention.,./data/VCTK/raw/wav8/p262/p262_383.wav
13036,p262,I am not willing to say anything about any couple.,./data/VCTK/raw/wav8/p262/p262_368.wav
13037,p262,The parents are not alone in their concerns about the proposals.,./data/VCTK/raw/wav8/p262/p262_354.wav
13038,p262,The Scottish Prison Service said it could not comment on the visit.,./data/VCTK/raw/wav8/p262/p262_340.wav
13039,p262,It is horrible.,./data/VCTK/raw/wav8/p262/p262_356.wav
13040,p262,I would miss him.,./data/VCTK/raw/wav8/p262/p262_342.wav
13041,p262,"However, it's good to turn the page.",./data/VCTK/raw/wav8/p262/p262_381.wav
13042,p262,Alex has been a huge influence on the club.,./data/VCTK/raw/wav8/p262/p262_154.wav
13043,p262,It is huge.,./data/VCTK/raw/wav8/p262/p262_140.wav
13044,p262,The post will be unpaid.,./data/VCTK/raw/wav8/p262/p262_168.wav
13045,p262,He's not written as a terribly exciting person in the book.,./data/VCTK/raw/wav8/p262/p262_197.wav
13046,p262,They need to look after themselves.,./data/VCTK/raw/wav8/p262/p262_183.wav
13047,p262,Many complicated ideas about the rainbow have been formed.,./data/VCTK/raw/wav8/p262/p262_020.wav
13048,p262,Life was like a timetable.,./data/VCTK/raw/wav8/p262/p262_034.wav
13049,p262,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",./data/VCTK/raw/wav8/p262/p262_008.wav
13050,p262,"Clearly, the stakes are high.",./data/VCTK/raw/wav8/p262/p262_222.wav
13051,p262,The Home Office would not release any further details about the group.,./data/VCTK/raw/wav8/p262/p262_236.wav
13052,p262,"Of further privacy, he had no need.",./data/VCTK/raw/wav8/p262/p262_237.wav
13053,p262,It's a question of creating a future awareness.,./data/VCTK/raw/wav8/p262/p262_223.wav
13054,p262,"There is , according to legend, a boiling pot of gold at one end.",./data/VCTK/raw/wav8/p262/p262_009.wav
13055,p262,"Then, suddenly, they weren't.",./data/VCTK/raw/wav8/p262/p262_035.wav
13056,p262,"The difference in the rainbow depends considerably upon the size of the drops, and the width of the colored band increases as the size of the drops increases.",./data/VCTK/raw/wav8/p262/p262_021.wav
13057,p262,And she is a successful actor with three decades of experience.,./data/VCTK/raw/wav8/p262/p262_182.wav
13058,p262,The service from the other players was super.,./data/VCTK/raw/wav8/p262/p262_196.wav
13059,p262,"Last weekend in Germany, he missed the cut.",./data/VCTK/raw/wav8/p262/p262_169.wav
13060,p262,I've got to hold my own hands up for this one.,./data/VCTK/raw/wav8/p262/p262_141.wav
13061,p262,A new season has offered a fresh start for both men.,./data/VCTK/raw/wav8/p262/p262_155.wav
13062,p262,We have to reduce the number of plastic bags.,./data/VCTK/raw/wav8/p262/p262_380.wav
13063,p262,His remarks appear to have had an effect.,./data/VCTK/raw/wav8/p262/p262_394.wav
13064,p262,"It will be very, very tight.",./data/VCTK/raw/wav8/p262/p262_343.wav
13065,p262,The council said the house would have to be demolished.,./data/VCTK/raw/wav8/p262/p262_357.wav
13066,p262,It's about my time as a guitarist.,./data/VCTK/raw/wav8/p262/p262_318.wav
13067,p262,"In his absence, the council adopted the change.",./data/VCTK/raw/wav8/p262/p262_330.wav
13068,p262,The problems began a long time ago.,./data/VCTK/raw/wav8/p262/p262_324.wav
13069,p262,We need to chat.,./data/VCTK/raw/wav8/p262/p262_132.wav
13070,p262,Yesterday Mr Hague dismissed the poll.,./data/VCTK/raw/wav8/p262/p262_126.wav
13071,p262,I was angry.,./data/VCTK/raw/wav8/p262/p262_046.wav
13072,p262,There would appear to be no motive for the attack.,./data/VCTK/raw/wav8/p262/p262_052.wav
13073,p262,"Yesterday, he continued to keep a low profile.",./data/VCTK/raw/wav8/p262/p262_085.wav
13074,p262,The oil companies would be asked to contribute.,./data/VCTK/raw/wav8/p262/p262_091.wav
13075,p262,Several other pupils and staff were seriously injured in the accident.,./data/VCTK/raw/wav8/p262/p262_278.wav
13076,p262,They may yet have the last laugh.,./data/VCTK/raw/wav8/p262/p262_244.wav
13077,p262,I was shocked.,./data/VCTK/raw/wav8/p262/p262_250.wav
13078,p262,It was a virus.,./data/VCTK/raw/wav8/p262/p262_287.wav
13079,p262,"It's a lovely, lovely film.",./data/VCTK/raw/wav8/p262/p262_293.wav
13080,p262,Mr Campbell received a phone call.,./data/VCTK/raw/wav8/p262/p262_292.wav
13081,p262,The attacker died in the crash.,./data/VCTK/raw/wav8/p262/p262_286.wav
13082,p262,A friendship that will endure.,./data/VCTK/raw/wav8/p262/p262_251.wav
13083,p262,Manager Bobby Williamson has no injury worries.,./data/VCTK/raw/wav8/p262/p262_245.wav
13084,p262,It is not a process which can be completed overnight.,./data/VCTK/raw/wav8/p262/p262_279.wav
13085,p262,Then came the crunch.,./data/VCTK/raw/wav8/p262/p262_090.wav
13086,p262,That will come after the game on Saturday.,./data/VCTK/raw/wav8/p262/p262_084.wav
13087,p262,It's very odd.,./data/VCTK/raw/wav8/p262/p262_053.wav
13088,p262,"It has been a horrible, horrible time.",./data/VCTK/raw/wav8/p262/p262_047.wav
13089,p262,"On Friday, the headteacher and deputy headteacher appeared at the door.",./data/VCTK/raw/wav8/p262/p262_127.wav
13090,p262,She died at her home.,./data/VCTK/raw/wav8/p262/p262_133.wav
13091,p262,My body is clearly capable.,./data/VCTK/raw/wav8/p262/p262_325.wav
13092,p262,"The parents will have a great time, too.",./data/VCTK/raw/wav8/p262/p262_331.wav
13093,p262,I never thought it would take this long.,./data/VCTK/raw/wav8/p262/p262_319.wav
13094,p262,It is a private matter between the firm and our staff.,./data/VCTK/raw/wav8/p262/p262_327.wav
13095,p262,It shows a great deal to come back under that mental pressure.,./data/VCTK/raw/wav8/p262/p262_333.wav
13096,p262,Next season for every manager is a long time away.,./data/VCTK/raw/wav8/p262/p262_119.wav
13097,p262,The goals were good.,./data/VCTK/raw/wav8/p262/p262_125.wav
13098,p262,"Suddenly, the Fir Park side were in disarray.",./data/VCTK/raw/wav8/p262/p262_131.wav
13099,p262,All options are open.,./data/VCTK/raw/wav8/p262/p262_079.wav
13100,p262,Next league matches Celtic.,./data/VCTK/raw/wav8/p262/p262_051.wav
13101,p262,The whole of southern Africa is in the grip of Aids.,./data/VCTK/raw/wav8/p262/p262_045.wav
13102,p262,They are now divorced.,./data/VCTK/raw/wav8/p262/p262_092.wav
13103,p262,Today I couldn't run on it.,./data/VCTK/raw/wav8/p262/p262_086.wav
13104,p262,He said he was impressed by the set-up at Celtic.,./data/VCTK/raw/wav8/p262/p262_253.wav
13105,p262,The scene is about this?,./data/VCTK/raw/wav8/p262/p262_247.wav
13106,p262,The death toll included five children.,./data/VCTK/raw/wav8/p262/p262_290.wav
13107,p262,What would be the timetable for withdrawal?,./data/VCTK/raw/wav8/p262/p262_284.wav
13108,p262,He will address the nation this evening.,./data/VCTK/raw/wav8/p262/p262_285.wav
13109,p262,Who did the recruiting?,./data/VCTK/raw/wav8/p262/p262_291.wav
13110,p262,"I was at the British Olympic Medical Centre, on Friday.",./data/VCTK/raw/wav8/p262/p262_246.wav
13111,p262,I didn't need to watch it on the video.,./data/VCTK/raw/wav8/p262/p262_252.wav
13112,p262,Mr Livingstone described the decision as very damaging for the party.,./data/VCTK/raw/wav8/p262/p262_087.wav
13113,p262,I wish I had put on a brighter tie.,./data/VCTK/raw/wav8/p262/p262_093.wav
13114,p262,It is difficult for Ali.,./data/VCTK/raw/wav8/p262/p262_044.wav
13115,p262,We were surprised to see the photograph.,./data/VCTK/raw/wav8/p262/p262_050.wav
13116,p262,He is driven.,./data/VCTK/raw/wav8/p262/p262_078.wav
13117,p262,It seems so long since I did the exams.,./data/VCTK/raw/wav8/p262/p262_130.wav
13118,p262,Our intentions are real.,./data/VCTK/raw/wav8/p262/p262_124.wav
13119,p262,I felt very strongly that England should have it.,./data/VCTK/raw/wav8/p262/p262_118.wav
13120,p262,I am so upset.,./data/VCTK/raw/wav8/p262/p262_332.wav
13121,p262,He said she was mad.,./data/VCTK/raw/wav8/p262/p262_326.wav
13122,p262,It should be equal.,./data/VCTK/raw/wav8/p262/p262_322.wav
13123,p262,"Hopefully, we can learn from our mistakes.",./data/VCTK/raw/wav8/p262/p262_336.wav
13124,p262,They keep the atmosphere in mind.,./data/VCTK/raw/wav8/p262/p262_120.wav
13125,p262,I have a kind of love affair with Hollywood.,./data/VCTK/raw/wav8/p262/p262_134.wav
13126,p262,"Naturally, it was not difficult to find support for these proposals.",./data/VCTK/raw/wav8/p262/p262_108.wav
13127,p262,"Already, he has been a tremendous influence in the dressing room.",./data/VCTK/raw/wav8/p262/p262_054.wav
13128,p262,"However, the decision has been welcomed by Scottish Enterprise officials.",./data/VCTK/raw/wav8/p262/p262_040.wav
13129,p262,It's all I can do.,./data/VCTK/raw/wav8/p262/p262_068.wav
13130,p262,It is a good day for the coalition.,./data/VCTK/raw/wav8/p262/p262_097.wav
13131,p262,Lord Levy said he started life with nothing.,./data/VCTK/raw/wav8/p262/p262_083.wav
13132,p262,"At the end of the day, one has to be careful.",./data/VCTK/raw/wav8/p262/p262_256.wav
13133,p262,A change in that position would require a decision by the council.,./data/VCTK/raw/wav8/p262/p262_242.wav
13134,p262,It shows a contempt by him for the industry.,./data/VCTK/raw/wav8/p262/p262_295.wav
13135,p262,"Surely, the Scottish Parliament is entitled to take a view on that.",./data/VCTK/raw/wav8/p262/p262_281.wav
13136,p262,We have to break that cycle.,./data/VCTK/raw/wav8/p262/p262_280.wav
13137,p262,"Well, he can do it.",./data/VCTK/raw/wav8/p262/p262_294.wav
13138,p262,Jock Brown is appointed as general manager.,./data/VCTK/raw/wav8/p262/p262_243.wav
13139,p262,We run within the law.,./data/VCTK/raw/wav8/p262/p262_257.wav
13140,p262,It's never too late.,./data/VCTK/raw/wav8/p262/p262_082.wav
13141,p262,Children should be given the same amount of rights as adults.,./data/VCTK/raw/wav8/p262/p262_096.wav
13142,p262,He highlighted a lack of staff.,./data/VCTK/raw/wav8/p262/p262_069.wav
13143,p262,Mexico City was a wonderful experience.,./data/VCTK/raw/wav8/p262/p262_041.wav
13144,p262,"It's not pretty, but it's effective.",./data/VCTK/raw/wav8/p262/p262_055.wav
13145,p262,Holyrood is just a part of the jigsaw.,./data/VCTK/raw/wav8/p262/p262_109.wav
13146,p262,It would be a last resort.,./data/VCTK/raw/wav8/p262/p262_135.wav
13147,p262,So the European elections are extremely important.,./data/VCTK/raw/wav8/p262/p262_121.wav
13148,p262,It is difficult to get into the team at the moment.,./data/VCTK/raw/wav8/p262/p262_337.wav
13149,p262,It will decide today whether he should be struck off the register.,./data/VCTK/raw/wav8/p262/p262_323.wav
13150,p262,He was then replaced by Ross.,./data/VCTK/raw/wav8/p262/p262_335.wav
13151,p262,We are a peaceful people.,./data/VCTK/raw/wav8/p262/p262_321.wav
13152,p262,We are now looking at the degrees of injury.,./data/VCTK/raw/wav8/p262/p262_309.wav
13153,p262,Labour's Scottish general secretary Alex Rowley was delighted yesterday.,./data/VCTK/raw/wav8/p262/p262_137.wav
13154,p262,It plans to return to this field.,./data/VCTK/raw/wav8/p262/p262_123.wav
13155,p262,It's a crucial award.,./data/VCTK/raw/wav8/p262/p262_043.wav
13156,p262,New York is expected to come to a standstill.,./data/VCTK/raw/wav8/p262/p262_057.wav
13157,p262,"Otherwise, it will cost a lot of money.",./data/VCTK/raw/wav8/p262/p262_080.wav
13158,p262,Scotland will have strong defences as part of the United Kingdom.,./data/VCTK/raw/wav8/p262/p262_094.wav
13159,p262,"In fact, it is deeply unpleasant.",./data/VCTK/raw/wav8/p262/p262_241.wav
13160,p262,That could be in place by next year.,./data/VCTK/raw/wav8/p262/p262_255.wav
13161,p262,He was also married with two children.,./data/VCTK/raw/wav8/p262/p262_269.wav
13162,p262,There was a final revealing detail about the broadcast.,./data/VCTK/raw/wav8/p262/p262_282.wav
13163,p262,It is a vote of confidence in the skills in Scotland.,./data/VCTK/raw/wav8/p262/p262_296.wav
13164,p262,"And huge, indeed, it is.",./data/VCTK/raw/wav8/p262/p262_297.wav
13165,p262,I saw it at a ruck.,./data/VCTK/raw/wav8/p262/p262_283.wav
13166,p262,It's very nice.,./data/VCTK/raw/wav8/p262/p262_268.wav
13167,p262,I've had no discussions with the chairman or the board.,./data/VCTK/raw/wav8/p262/p262_254.wav
13168,p262,Attendance at the project is a condition of a probation order.,./data/VCTK/raw/wav8/p262/p262_240.wav
13169,p262,"FOR once, you should believe the hype.",./data/VCTK/raw/wav8/p262/p262_095.wav
13170,p262,Someone who cares,./data/VCTK/raw/wav8/p262/p262_081.wav
13171,p262,This obsession wasn't just contained within the world of the losers.,./data/VCTK/raw/wav8/p262/p262_056.wav
13172,p262,The judge said.,./data/VCTK/raw/wav8/p262/p262_042.wav
13173,p262,It was the same at Twickenham.,./data/VCTK/raw/wav8/p262/p262_122.wav
13174,p262,That group reported just before Christmas.,./data/VCTK/raw/wav8/p262/p262_136.wav
13175,p262,They should be swept away.,./data/VCTK/raw/wav8/p262/p262_308.wav
13176,p262,"In fact, they have the opposite effect.",./data/VCTK/raw/wav8/p262/p262_320.wav
13177,p262,It could have gone either way.,./data/VCTK/raw/wav8/p262/p262_334.wav
13178,p236,Does the name matter?,./data/VCTK/raw/wav8/p236/p236_298.wav
13179,p236,I told you I was ill.,./data/VCTK/raw/wav8/p236/p236_273.wav
13180,p236,The calls were last night rejected by the US and the UK.,./data/VCTK/raw/wav8/p236/p236_267.wav
13181,p236,Our idea is to share and lower the cost.,./data/VCTK/raw/wav8/p236/p236_501.wav
13182,p236,But retail banking would be run from Halifax.,./data/VCTK/raw/wav8/p236/p236_059.wav
13183,p236,It looks like a hit.,./data/VCTK/raw/wav8/p236/p236_071.wav
13184,p236,"The talks were announced yesterday by Brian Wilson, the foreign office minister.",./data/VCTK/raw/wav8/p236/p236_065.wav
13185,p236,That view has not altered.,./data/VCTK/raw/wav8/p236/p236_139.wav
13186,p236,"He leaves a wife, a son and a daughter.",./data/VCTK/raw/wav8/p236/p236_105.wav
13187,p236,The result is a vacuum.,./data/VCTK/raw/wav8/p236/p236_111.wav
13188,p236,The event was held in the council's headquarters in Hamilton.,./data/VCTK/raw/wav8/p236/p236_449.wav
13189,p236,It will determine whether an offence has occurred.,./data/VCTK/raw/wav8/p236/p236_461.wav
13190,p236,The rescue package is public money.,./data/VCTK/raw/wav8/p236/p236_307.wav
13191,p236,It was an excellent performance.,./data/VCTK/raw/wav8/p236/p236_313.wav
13192,p236,I could feel the blood on my face.,./data/VCTK/raw/wav8/p236/p236_475.wav
13193,p236,It was really very frightening.,./data/VCTK/raw/wav8/p236/p236_312.wav
13194,p236,He was a shooting star.,./data/VCTK/raw/wav8/p236/p236_474.wav
13195,p236,The chief constable has retired.,./data/VCTK/raw/wav8/p236/p236_460.wav
13196,p236,Maloney is an engaging talent.,./data/VCTK/raw/wav8/p236/p236_306.wav
13197,p236,No options are excluded at all.,./data/VCTK/raw/wav8/p236/p236_448.wav
13198,p236,There's still plenty time left.,./data/VCTK/raw/wav8/p236/p236_110.wav
13199,p236,It is a total and utter change of culture.,./data/VCTK/raw/wav8/p236/p236_104.wav
13200,p236,It was a piece of art.,./data/VCTK/raw/wav8/p236/p236_138.wav
13201,p236,Then followed a bout of flu.,./data/VCTK/raw/wav8/p236/p236_064.wav
13202,p236,He was seen as the enemy.,./data/VCTK/raw/wav8/p236/p236_070.wav
13203,p236,You should consider whether you want to be in this film.,./data/VCTK/raw/wav8/p236/p236_058.wav
13204,p236,"Either way, the investor retains the premium.",./data/VCTK/raw/wav8/p236/p236_266.wav
13205,p236,A Scotsman has to defend his castle.,./data/VCTK/raw/wav8/p236/p236_500.wav
13206,p236,The capital costs are modest.,./data/VCTK/raw/wav8/p236/p236_272.wav
13207,p236,how do you get it back?,./data/VCTK/raw/wav8/p236/p236_299.wav
13208,p236,"He was good, but not that good.",./data/VCTK/raw/wav8/p236/p236_258.wav
13209,p236,I stayed away from the defence.,./data/VCTK/raw/wav8/p236/p236_502.wav
13210,p236,"Clearly, the need for a personal loan is written in the stars.",./data/VCTK/raw/wav8/p236/p236_264.wav
13211,p236,But they were never expected to last.,./data/VCTK/raw/wav8/p236/p236_270.wav
13212,p236,Before the game we went for a pint.,./data/VCTK/raw/wav8/p236/p236_099.wav
13213,p236,Both men were on one-year contracts.,./data/VCTK/raw/wav8/p236/p236_066.wav
13214,p236,These people are not big names.,./data/VCTK/raw/wav8/p236/p236_072.wav
13215,p236,I've heard this stuff about the markets.,./data/VCTK/raw/wav8/p236/p236_112.wav
13216,p236,Something has got to change.,./data/VCTK/raw/wav8/p236/p236_489.wav
13217,p236,The game is now open.,./data/VCTK/raw/wav8/p236/p236_338.wav
13218,p236,I am a committed European.,./data/VCTK/raw/wav8/p236/p236_476.wav
13219,p236,His job was not advertised.,./data/VCTK/raw/wav8/p236/p236_310.wav
13220,p236,He will address the nation this evening.,./data/VCTK/raw/wav8/p236/p236_304.wav
13221,p236,"It is a crisis, without a doubt.",./data/VCTK/raw/wav8/p236/p236_462.wav
13222,p236,They have shown a great desire and attitude.,./data/VCTK/raw/wav8/p236/p236_305.wav
13223,p236,Not if you know the person.,./data/VCTK/raw/wav8/p236/p236_463.wav
13224,p236,Analysts said the offer was fair.,./data/VCTK/raw/wav8/p236/p236_477.wav
13225,p236,We can work all night.,./data/VCTK/raw/wav8/p236/p236_311.wav
13226,p236,The tickets will be on sale today at the ticket office.,./data/VCTK/raw/wav8/p236/p236_339.wav
13227,p236,It worked well in Monaco.,./data/VCTK/raw/wav8/p236/p236_488.wav
13228,p236,They will notice a difference.,./data/VCTK/raw/wav8/p236/p236_107.wav
13229,p236,You can spend money on housing.,./data/VCTK/raw/wav8/p236/p236_113.wav
13230,p236,This view was echoed by the other Scottish analyst.,./data/VCTK/raw/wav8/p236/p236_073.wav
13231,p236,We created so many chances.,./data/VCTK/raw/wav8/p236/p236_098.wav
13232,p236,"However, he lasted only five days before going on the run.",./data/VCTK/raw/wav8/p236/p236_271.wav
13233,p236,Lord Sainsbury is not a newcomer.,./data/VCTK/raw/wav8/p236/p236_503.wav
13234,p236,You can feel at home in China.,./data/VCTK/raw/wav8/p236/p236_265.wav
13235,p236,It was quite a new prescription.,./data/VCTK/raw/wav8/p236/p236_259.wav
13236,p236,He also launched a new strategy for the agency.,./data/VCTK/raw/wav8/p236/p236_261.wav
13237,p236,That could be in place by next year.,./data/VCTK/raw/wav8/p236/p236_275.wav
13238,p236,Do I think about them often?,./data/VCTK/raw/wav8/p236/p236_249.wav
13239,p236,How do you take them away?,./data/VCTK/raw/wav8/p236/p236_088.wav
13240,p236,I was as strong as a horse.,./data/VCTK/raw/wav8/p236/p236_063.wav
13241,p236,"By then, he was walking on water.",./data/VCTK/raw/wav8/p236/p236_077.wav
13242,p236,But his attendance is not guaranteed.,./data/VCTK/raw/wav8/p236/p236_117.wav
13243,p236,It's not a lack of effort.,./data/VCTK/raw/wav8/p236/p236_103.wav
13244,p236,I was ready for this.,./data/VCTK/raw/wav8/p236/p236_498.wav
13245,p236,And we can do it.,./data/VCTK/raw/wav8/p236/p236_315.wav
13246,p236,They make a selective perception process.,./data/VCTK/raw/wav8/p236/p236_473.wav
13247,p236,It can all be done over the phone.,./data/VCTK/raw/wav8/p236/p236_467.wav
13248,p236,"I think, therefore I am?",./data/VCTK/raw/wav8/p236/p236_301.wav
13249,p236,I am not obsessed with sex.,./data/VCTK/raw/wav8/p236/p236_329.wav
13250,p236,After some discussion they did.,./data/VCTK/raw/wav8/p236/p236_328.wav
13251,p236,The boys are mentally focused.,./data/VCTK/raw/wav8/p236/p236_466.wav
13252,p236,What are you not good at?,./data/VCTK/raw/wav8/p236/p236_300.wav
13253,p236,The answer is with ourselves.,./data/VCTK/raw/wav8/p236/p236_314.wav
13254,p236,We live by the rule of law.,./data/VCTK/raw/wav8/p236/p236_472.wav
13255,p236,"In fact, we were all over the shop.",./data/VCTK/raw/wav8/p236/p236_499.wav
13256,p236,It became difficult for me.,./data/VCTK/raw/wav8/p236/p236_102.wav
13257,p236,"In addition, investor choice is reduced.",./data/VCTK/raw/wav8/p236/p236_116.wav
13258,p236,"Here, too, the Post Office has missed the boat.",./data/VCTK/raw/wav8/p236/p236_076.wav
13259,p236,"I was very pleased with them today, though.",./data/VCTK/raw/wav8/p236/p236_062.wav
13260,p236,"However, there is an issue, isn't there?",./data/VCTK/raw/wav8/p236/p236_089.wav
13261,p236,He will go on the bench.,./data/VCTK/raw/wav8/p236/p236_274.wav
13262,p236,It is very hard for her.,./data/VCTK/raw/wav8/p236/p236_260.wav
13263,p236,"Frankly, we should all have such problems.",./data/VCTK/raw/wav8/p236/p236_289.wav
13264,p236,We accept the new rules.,./data/VCTK/raw/wav8/p236/p236_276.wav
13265,p236,It is believed the size of the settlement has not been finalised.,./data/VCTK/raw/wav8/p236/p236_262.wav
13266,p236,We did it for the jersey.,./data/VCTK/raw/wav8/p236/p236_074.wav
13267,p236,I have proved that in the past.,./data/VCTK/raw/wav8/p236/p236_060.wav
13268,p236,Europe will bear the brunt of the cuts.,./data/VCTK/raw/wav8/p236/p236_048.wav
13269,p236,Our house was very small.,./data/VCTK/raw/wav8/p236/p236_100.wav
13270,p236,The hearing was due to continue today.,./data/VCTK/raw/wav8/p236/p236_114.wav
13271,p236,You are a gambling man.,./data/VCTK/raw/wav8/p236/p236_128.wav
13272,p236,It's all designed to speed up the service.,./data/VCTK/raw/wav8/p236/p236_302.wav
13273,p236,Her body was found about four miles from the car.,./data/VCTK/raw/wav8/p236/p236_464.wav
13274,p236,Neither woman has been named.,./data/VCTK/raw/wav8/p236/p236_470.wav
13275,p236,These figures are truly awful.,./data/VCTK/raw/wav8/p236/p236_316.wav
13276,p236,And it covers the spectrum.,./data/VCTK/raw/wav8/p236/p236_458.wav
13277,p236,Dennis was not so sure.,./data/VCTK/raw/wav8/p236/p236_459.wav
13278,p236,He was certainly upbeat about his chances.,./data/VCTK/raw/wav8/p236/p236_471.wav
13279,p236,That is the real test.,./data/VCTK/raw/wav8/p236/p236_317.wav
13280,p236,"Certainly, the Taliban regime is finished.",./data/VCTK/raw/wav8/p236/p236_303.wav
13281,p236,I was all image and no substance.,./data/VCTK/raw/wav8/p236/p236_465.wav
13282,p236,Before it was an ordeal.,./data/VCTK/raw/wav8/p236/p236_129.wav
13283,p236,I can't even get into the A team.,./data/VCTK/raw/wav8/p236/p236_115.wav
13284,p236,It will also require a lengthy series of clinical trials.,./data/VCTK/raw/wav8/p236/p236_101.wav
13285,p236,This is the interesting part.,./data/VCTK/raw/wav8/p236/p236_049.wav
13286,p236,The tournament has now been cancelled.,./data/VCTK/raw/wav8/p236/p236_061.wav
